Airport.Code,Airport.Name,Airline.Name,Claim.Type,Claim.Site,Item,Claim.Amount,Status,Close.Amount
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),41.25,Approved,41.25
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,150,Settled,60
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1893.29,Settled,885.12
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Jewelry - Fine,35,Approved,35
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,15,Approved,15
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,30,Approved,30
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),205,Settled,102.5
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",18.05,Approved,18.05
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,455.76,Settled,79.83
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,23,Approved,23
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Property Damage,Checked Baggage,Other,65,Approved,65
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,83.31,Settled,39.67
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,10.83,Approved,10.83
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checkpoint,Cell Phones,499.99,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,524.88,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,330.25,Settled,242.6
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",83.99,Settled,42
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,3000,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),382,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),450,Settled,194.14
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),290,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",111.6,Approved,111.6
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Locks,10.67,Approved,10.67
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),24,Approved,24
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Theft,Checked Baggage,"Other, Other",80,Approved,80
BWI,Baltimore/Washington Intl Thurgood Marshall,American West,Passenger Property Loss,Checked Baggage,Other,450,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Locks,200,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1000,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Other,350,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Locks,20,Approved,20
BWI,Baltimore/Washington Intl Thurgood Marshall,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,50,Approved,50
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Other,Other,500,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",322.9,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",75,Settled,52.5
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Other,68.99,Approved,68.99
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,341.25,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Locks,150,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",40,Approved,40
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,30,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,190.25,Approved,190.25
BWI,Baltimore/Washington Intl Thurgood Marshall,America West,Passenger Property Loss,Checked Baggage,Other,44.3,Approved,44.3
BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways,Property Damage,Checked Baggage,Locks,9.45,Approved,9.45
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,46.19,Approved,46.19
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Other,127,Approved,127
BWI,Baltimore/Washington Intl Thurgood Marshall,America West,Property Damage,Checked Baggage,Locks,16.62,Approved,16.62
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Locks,20,Approved,20
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",590,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Other,Other,14.64,Approved,14.64
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,658.98,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,450.23,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checkpoint,Luggage (all types including footlockers),39.95,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Cameras - Digital,276.23,Settled,107.98
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2139,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,119,Settled,59.5
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,68.3,Settled,34.15
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checkpoint,Medicines,623.6,Settled,184.35
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Locks,10.58,Approved,10.58
BWI,Baltimore/Washington Intl Thurgood Marshall,American Eagle,Passenger Property Loss,Checked Baggage,Locks,8.99,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),150,Settled,75
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checked Baggage,Other,24.98,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,320.41,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Jewelry - Fine,894,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),1800,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,33,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,7500,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1060,Approved,1060
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),20,Approved,20
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Locks,41.65,Approved,41.65
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Other,35,Approved,35
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),35,Approved,35
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Locks,12,Approved,12
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),18.44,Approved,18.44
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),35,Approved,35
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",200,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,320,Approved,320
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Other,29.29,Approved,29.29
BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways,Passenger Property Loss,Checked Baggage,Jewelry - Fine,600,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,367.48,Settled,183.74
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Cameras - Digital,252.43,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,7.27,Approved,7.27
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,1000,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",29.39,Approved,29.39
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",601.52,Approved,601.52
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),400,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",134.66,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,32.01,Approved,32.01
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,500,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,38.74,Approved,38.74
BWI,Baltimore/Washington Intl Thurgood Marshall,America Trans Air,Passenger Property Loss,Checkpoint,Other,28.98,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",30,Approved,30
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",110,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,America West,Property Damage,Checked Baggage,Other,1290,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checked Baggage,Other,100,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southeast Airlines,Passenger Property Loss,Checked Baggage,Locks,8.39,Approved,8.39
BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checked Baggage,Locks,80,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,200,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",7.42,Approved,7.42
BWI,Baltimore/Washington Intl Thurgood Marshall,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Other,22,Approved,22
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Locks,5.51,Approved,5.51
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Currency,360,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",52.68,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),50,Settled,25
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),120,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),145,Settled,50
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,1507,Settled,1060
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Property Damage,Checked Baggage,Computer - Laptop,2654,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,140,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,21.95,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",108.11,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Property Damage,Checked Baggage,Computer - Laptop,580.66,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,28,Approved,28
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Cameras - Digital,157,Approved,157
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",69.99,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,1620,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),107.98,Approved,107.98
BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Locks,16.39,Approved,16.39
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Locks,32,Approved,32
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,40,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",80,Denied,0
BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Locks,8.25,Approved,8.25
